id,wkt
,POINT (20.9735107421875 0.9334716796875)
,"POLYGON ((22.1735107421875 0.9334716796875, 22.150453078671376 0.6993632932681462, 22.082166181201043 0.4742515608493923, 21.971274276950552 0.2667874000639774, 21.822038879611355 0.0849435422636431, 21.640195021811024 -0.0642918550755542, 21.432730861025608 -0.1751837593260441, 21.207619128606854 -0.2434706567963765, 20.9735107421875 -0.2665283203125, 20.739402355768146 -0.2434706567963765, 20.514290623349392 -0.1751837593260441, 20.30682646256398 -0.0642918550755543, 20.124982604763645 0.084943542263643, 19.975747207424444 0.2667874000639774, 19.864855303173957 0.4742515608493927, 19.796568405703624 0.6993632932681467, 19.7735107421875 0.9334716796875009, 19.796568405703624 1.1675800661068552, 19.864855303173957 1.392691798525609, 19.975747207424448 1.600155959311024, 20.124982604763645 1.7819998171113585, 20.30682646256398 1.9312352144505556, 20.514290623349396 2.0421271187010452, 20.73940235576815 2.1104140161713767, 20.973510742187504 2.1334716796875, 21.207619128606858 2.110414016171376, 21.43273086102561 2.0421271187010426, 21.640195021811024 1.931235214450552, 21.82203887961136 1.781999817111354, 21.971274276950556 1.600155959311019, 22.082166181201046 1.3926917985256035, 22.150453078671376 1.1675800661068492, 22.1735107421875 0.9334716796875))"
,POINT (19.2222900390625 0.9334716796875)
,"POLYGON ((20.4222900390625 0.9334716796875, 20.399232375546376 0.6993632932681462, 20.330945478076043 0.4742515608493923, 20.220053573825552 0.2667874000639774, 20.070818176486355 0.0849435422636431, 19.888974318686024 -0.0642918550755542, 19.681510157900608 -0.1751837593260441, 19.456398425481854 -0.2434706567963765, 19.2222900390625 -0.2665283203125, 18.988181652643146 -0.2434706567963765, 18.763069920224392 -0.1751837593260441, 18.55560575943898 -0.0642918550755543, 18.373761901638645 0.084943542263643, 18.224526504299444 0.2667874000639774, 18.113634600048957 0.4742515608493927, 18.045347702578624 0.6993632932681467, 18.0222900390625 0.9334716796875009, 18.045347702578624 1.1675800661068552, 18.113634600048957 1.392691798525609, 18.224526504299448 1.600155959311024, 18.373761901638645 1.7819998171113585, 18.55560575943898 1.9312352144505556, 18.763069920224396 2.0421271187010452, 18.98818165264315 2.1104140161713767, 19.222290039062504 2.1334716796875, 19.456398425481858 2.110414016171376, 19.68151015790061 2.0421271187010426, 19.888974318686024 1.931235214450552, 20.07081817648636 1.781999817111354, 20.220053573825556 1.600155959311019, 20.330945478076046 1.3926917985256035, 20.399232375546376 1.1675800661068492, 20.4222900390625 0.9334716796875))"
,POINT (19.2222900390625 2.18988037109375)
,"POLYGON ((20.4222900390625 2.18988037109375, 20.399232375546376 1.9557719846743962, 20.330945478076043 1.7306602522556422, 20.220053573825552 1.5231960914702274, 20.070818176486355 1.341352233669893, 19.888974318686024 1.1921168363306958, 19.681510157900608 1.0812249320802059, 19.456398425481854 1.0129380346098735, 19.2222900390625 0.98988037109375, 18.988181652643146 1.0129380346098735, 18.763069920224392 1.0812249320802059, 18.55560575943898 1.1921168363306958, 18.373761901638645 1.3413522336698929, 18.224526504299444 1.5231960914702274, 18.113634600048957 1.7306602522556427, 18.045347702578624 1.9557719846743968, 18.0222900390625 2.189880371093751, 18.045347702578624 2.423988757513105, 18.113634600048957 2.649100489931859, 18.224526504299448 2.856564650717274, 18.373761901638645 3.0384085085176085, 18.55560575943898 3.1876439058568056, 18.763069920224396 3.2985358101072952, 18.98818165264315 3.3668227075776267, 19.222290039062504 3.38988037109375, 19.456398425481858 3.366822707577626, 19.68151015790061 3.2985358101072926, 19.888974318686024 3.187643905856802, 20.07081817648636 3.038408508517604, 20.220053573825556 2.856564650717269, 20.330945478076046 2.6491004899318535, 20.399232375546376 2.4239887575130994, 20.4222900390625 2.18988037109375))"
,POINT (16.8795166015625 -0.08538818359375)
,"POLYGON ((18.0795166015625 -0.08538818359375, 18.056458938046376 -0.3194965700131039, 17.988172040576043 -0.5446083024318578, 17.877280136325552 -0.7520724632172726, 17.728044738986355 -0.9339163210176069, 17.546200881186024 -1.0831517183568042, 17.338736720400608 -1.1940436226072941, 17.113624987981854 -1.2623305200776265, 16.8795166015625 -1.28538818359375, 16.645408215143146 -1.2623305200776265, 16.420296482724392 -1.1940436226072941, 16.21283232193898 -1.0831517183568042, 16.030988464138645 -0.933916321017607, 15.881753066799446 -0.7520724632172726, 15.770861162548956 -0.5446083024318573, 15.702574265078624 -0.3194965700131033, 15.6795166015625 -0.0853881835937491, 15.702574265078624 0.1487202028256051, 15.770861162548957 0.373831935244359, 15.881753066799448 0.5812960960297741, 16.030988464138645 0.7631399538301084, 16.21283232193898 0.9123753511693055, 16.420296482724396 1.023267255419795, 16.64540821514315 1.091554152890127, 16.879516601562504 1.11461181640625, 17.113624987981858 1.0915541528901258, 17.33873672040061 1.0232672554197928, 17.546200881186024 0.9123753511693021, 17.72804473898636 0.7631399538301041, 17.877280136325556 0.5812960960297692, 17.988172040576046 0.3738319352443535, 18.056458938046376 0.1487202028255992, 18.0795166015625 -0.08538818359375))"
,POINT (21.21588134765625 -0.08538818359375)
,"POLYGON ((22.41588134765625 -0.08538818359375, 22.392823684140126 -0.3194965700131039, 22.324536786669793 -0.5446083024318578, 22.213644882419302 -0.7520724632172726, 22.064409485080105 -0.9339163210176069, 21.882565627279774 -1.0831517183568042, 21.675101466494358 -1.1940436226072941, 21.449989734075604 -1.2623305200776265, 21.21588134765625 -1.28538818359375, 20.981772961236896 -1.2623305200776265, 20.756661228818142 -1.1940436226072941, 20.54919706803273 -1.0831517183568042, 20.367353210232395 -0.933916321017607, 20.218117812893194 -0.7520724632172726, 20.107225908642707 -0.5446083024318573, 20.038939011172374 -0.3194965700131033, 20.01588134765625 -0.0853881835937491, 20.038939011172374 0.1487202028256051, 20.107225908642707 0.373831935244359, 20.218117812893198 0.5812960960297741, 20.367353210232395 0.7631399538301084, 20.54919706803273 0.9123753511693055, 20.756661228818146 1.023267255419795, 20.9817729612369 1.091554152890127, 21.215881347656254 1.11461181640625, 21.449989734075608 1.0915541528901258, 21.67510146649436 1.0232672554197928, 21.882565627279774 0.9123753511693021, 22.06440948508011 0.7631399538301041, 22.213644882419306 0.5812960960297692, 22.324536786669796 0.3738319352443535, 22.392823684140126 0.1487202028255992, 22.41588134765625 -0.08538818359375))"
,POINT (21.21588134765625 -1.0908203124999996)
,"POLYGON ((22.41588134765625 -1.0908203124999996, 22.392823684140126 -1.3249286989193534, 22.324536786669793 -1.5500404313381073, 22.213644882419302 -1.7575045921235222, 22.064409485080105 -1.9393484499238565, 21.882565627279774 -2.088583847263054, 21.675101466494358 -2.1994757515135435, 21.449989734075604 -2.267762648983876, 21.21588134765625 -2.2908203124999993, 20.981772961236896 -2.267762648983876, 20.756661228818142 -2.1994757515135435, 20.54919706803273 -2.088583847263054, 20.367353210232395 -1.9393484499238567, 20.218117812893194 -1.7575045921235222, 20.107225908642707 -1.5500404313381069, 20.038939011172374 -1.3249286989193527, 20.01588134765625 -1.0908203124999987, 20.038939011172374 -0.8567119260806445, 20.107225908642707 -0.6316001936618905, 20.218117812893198 -0.4241360328764755, 20.367353210232395 -0.2422921750761412, 20.54919706803273 -0.0930567777369441, 20.756661228818146 0.0178351265135455, 20.9817729612369 0.0861220239838774, 21.215881347656254 0.1091796875000004, 21.449989734075608 0.0861220239838763, 21.67510146649436 0.0178351265135432, 21.882565627279774 -0.0930567777369474, 22.06440948508011 -0.2422921750761454, 22.213644882419306 -0.4241360328764804, 22.324536786669796 -0.631600193661896, 22.392823684140126 -0.8567119260806504, 22.41588134765625 -1.0908203124999996))"
,POINT (16.8795166015625 -1.0908203124999996)
,"POLYGON ((18.0795166015625 -1.0908203124999996, 18.056458938046376 -1.3249286989193534, 17.988172040576043 -1.5500404313381073, 17.877280136325552 -1.7575045921235222, 17.728044738986355 -1.9393484499238565, 17.546200881186024 -2.088583847263054, 17.338736720400608 -2.1994757515135435, 17.113624987981854 -2.267762648983876, 16.8795166015625 -2.2908203124999993, 16.645408215143146 -2.267762648983876, 16.420296482724392 -2.1994757515135435, 16.21283232193898 -2.088583847263054, 16.030988464138645 -1.9393484499238567, 15.881753066799446 -1.7575045921235222, 15.770861162548956 -1.5500404313381069, 15.702574265078624 -1.3249286989193527, 15.6795166015625 -1.0908203124999987, 15.702574265078624 -0.8567119260806445, 15.770861162548957 -0.6316001936618905, 15.881753066799448 -0.4241360328764755, 16.030988464138645 -0.2422921750761412, 16.21283232193898 -0.0930567777369441, 16.420296482724396 0.0178351265135455, 16.64540821514315 0.0861220239838774, 16.879516601562504 0.1091796875000004, 17.113624987981858 0.0861220239838763, 17.33873672040061 0.0178351265135432, 17.546200881186024 -0.0930567777369474, 17.72804473898636 -0.2422921750761454, 17.877280136325556 -0.4241360328764804, 17.988172040576046 -0.631600193661896, 18.056458938046376 -0.8567119260806504, 18.0795166015625 -1.0908203124999996))"
,POINT (16.8795166015625 -0.08538818359375)
,"POLYGON ((18.0795166015625 -0.08538818359375, 18.056458938046376 -0.3194965700131039, 17.988172040576043 -0.5446083024318578, 17.877280136325552 -0.7520724632172726, 17.728044738986355 -0.9339163210176069, 17.546200881186024 -1.0831517183568042, 17.338736720400608 -1.1940436226072941, 17.113624987981854 -1.2623305200776265, 16.8795166015625 -1.28538818359375, 16.645408215143146 -1.2623305200776265, 16.420296482724392 -1.1940436226072941, 16.21283232193898 -1.0831517183568042, 16.030988464138645 -0.933916321017607, 15.881753066799446 -0.7520724632172726, 15.770861162548956 -0.5446083024318573, 15.702574265078624 -0.3194965700131033, 15.6795166015625 -0.0853881835937491, 15.702574265078624 0.1487202028256051, 15.770861162548957 0.373831935244359, 15.881753066799448 0.5812960960297741, 16.030988464138645 0.7631399538301084, 16.21283232193898 0.9123753511693055, 16.420296482724396 1.023267255419795, 16.64540821514315 1.091554152890127, 16.879516601562504 1.11461181640625, 17.113624987981858 1.0915541528901258, 17.33873672040061 1.0232672554197928, 17.546200881186024 0.9123753511693021, 17.72804473898636 0.7631399538301041, 17.877280136325556 0.5812960960297692, 17.988172040576046 0.3738319352443535, 18.056458938046376 0.1487202028255992, 18.0795166015625 -0.08538818359375))"
,POINT (17.80792236328125 2.3021231215964724)
,"POLYGON ((19.00792236328125 2.3021231215964724, 18.984864699765126 2.0680147351771185, 18.916577802294793 1.8429030027583646, 18.805685898044302 1.6354388419729498, 18.656450500705105 1.4535949841726155, 18.474606642904774 1.3043595868334181, 18.267142482119358 1.1934676825829282, 18.042030749700604 1.125180785112596, 17.80792236328125 1.1021231215964724, 17.573813976861896 1.125180785112596, 17.348702244443142 1.1934676825829282, 17.14123808365773 1.3043595868334181, 16.959394225857395 1.4535949841726152, 16.810158828518194 1.6354388419729498, 16.699266924267707 1.842903002758365, 16.630980026797374 2.068014735177119, 16.60792236328125 2.3021231215964733, 16.630980026797374 2.5362315080158275, 16.699266924267707 2.7613432404345812, 16.810158828518198 2.9688074012199963, 16.959394225857395 3.150651259020331, 17.14123808365773 3.299886656359528, 17.348702244443146 3.4107785606100176, 17.5738139768619 3.479065458080349, 17.807922363281254 3.5021231215964725, 18.042030749700608 3.479065458080348, 18.26714248211936 3.410778560610015, 18.474606642904774 3.2998866563595244, 18.65645050070511 3.1506512590203264, 18.805685898044306 2.9688074012199914, 18.916577802294796 2.761343240434576, 18.984864699765126 2.5362315080158218, 19.00792236328125 2.3021231215964724))"
,POINT (17.80792236328125 0.9334716796875)
,"四月 26, 2019 1:39:12 下午 org.geotools.data.shapefile.files.ShpFiles logCurrentLockers"
,严重: The following locker still has a lock: read on file:/E:/mck/point-verify/src/main/resources/shp/afafaf.shp by org.geotools.data.shapefile.shp.ShapefileReader
,"POLYGON ((19.00792236328125 0.9334716796875, 18.984864699765126 0.6993632932681462, 18.916577802294793 0.4742515608493923, 18.805685898044302 0.2667874000639774, 18.656450500705105 0.0849435422636431, 18.474606642904774 -0.0642918550755542, 18.267142482119358 -0.1751837593260441, 18.042030749700604 -0.2434706567963765, 17.80792236328125 -0.2665283203125, 17.573813976861896 -0.2434706567963765, 17.348702244443142 -0.1751837593260441, 17.14123808365773 -0.0642918550755543, 16.959394225857395 0.084943542263643, 16.810158828518194 0.2667874000639774, 16.699266924267707 0.4742515608493927, 16.630980026797374 0.6993632932681467, 16.60792236328125 0.9334716796875009, 16.630980026797374 1.1675800661068552, 16.699266924267707 1.392691798525609, 16.810158828518198 1.600155959311024, 16.959394225857395 1.7819998171113585, 17.14123808365773 1.9312352144505556, 17.348702244443146 2.0421271187010452, 17.5738139768619 2.1104140161713767, 17.807922363281254 2.1334716796875, 18.042030749700608 2.110414016171376, 18.26714248211936 2.0421271187010426, 18.474606642904774 1.931235214450552, 18.65645050070511 1.781999817111354, 18.805685898044306 1.600155959311019, 18.916577802294796 1.3926917985256035, 18.984864699765126 1.1675800661068492, 19.00792236328125 0.9334716796875))"
,POINT (13.160888671875 0.9334716796875)
,"POLYGON ((14.360888671875 0.9334716796875, 14.337831008358876 0.6993632932681462, 14.269544110888544 0.4742515608493923, 14.158652206638054 0.2667874000639774, 14.009416809298857 0.0849435422636431, 13.827572951498523 -0.0642918550755542, 13.620108790713108 -0.1751837593260441, 13.394997058294354 -0.2434706567963765, 13.160888671875 -0.2665283203125, 12.926780285455646 -0.2434706567963765, 12.701668553036892 -0.1751837593260441, 12.494204392251477 -0.0642918550755543, 12.312360534451143 0.084943542263643, 12.163125137111946 0.2667874000639774, 12.052233232861456 0.4742515608493927, 11.983946335391124 0.6993632932681467, 11.960888671875 0.9334716796875009, 11.983946335391124 1.1675800661068552, 12.052233232861457 1.392691798525609, 12.163125137111948 1.600155959311024, 12.312360534451145 1.7819998171113585, 12.49420439225148 1.9312352144505556, 12.701668553036894 2.0421271187010452, 12.92678028545565 2.1104140161713767, 13.160888671875004 2.1334716796875, 13.394997058294358 2.110414016171376, 13.620108790713111 2.0421271187010426, 13.827572951498526 1.931235214450552, 14.00941680929886 1.781999817111354, 14.158652206638056 1.600155959311019, 14.269544110888546 1.3926917985256035, 14.337831008358878 1.1675800661068492, 14.360888671875 0.9334716796875))"
,POINT (13.160888671875 2.3021240234375)
,"四月 26, 2019 1:39:12 下午 org.geotools.data.shapefile.files.ShpFiles logCurrentLockers"
,严重: The following locker still has a lock: read on file:/E:/mck/point-verify/src/main/resources/shp/afafaf.shx by org.geotools.data.shapefile.shp.IndexFile
,"POLYGON ((14.360888671875 2.3021240234375, 14.337831008358876 2.068015637018146, 14.269544110888544 1.8429039045993922, 14.158652206638054 1.6354397438139774, 14.009416809298857 1.453595886013643, 13.827572951498523 1.3043604886744458, 13.620108790713108 1.1934685844239559, 13.394997058294354 1.1251816869536235, 13.160888671875 1.1021240234375, 12.926780285455646 1.1251816869536235, 12.701668553036892 1.1934685844239559, 12.494204392251477 1.3043604886744458, 12.312360534451143 1.4535958860136429, 12.163125137111946 1.6354397438139774, 12.052233232861456 1.8429039045993927, 11.983946335391124 2.0680156370181466, 11.960888671875 2.302124023437501, 11.983946335391124 2.536232409856855, 12.052233232861457 2.761344142275609, 12.163125137111948 2.968808303061024, 12.312360534451145 3.1506521608613585, 12.49420439225148 3.2998875582005556, 12.701668553036894 3.4107794624510452, 12.92678028545565 3.4790663599213767, 13.160888671875004 3.5021240234375, 13.394997058294358 3.479066359921376, 13.620108790713111 3.4107794624510426, 13.827572951498526 3.299887558200552, 14.00941680929886 3.150652160861354, 14.158652206638056 2.968808303061019, 14.269544110888546 2.7613441422756035, 14.337831008358878 2.5362324098568494, 14.360888671875 2.3021240234375))"
,POINT (17.80792236328125 2.3021240234375)
,"POLYGON ((19.00792236328125 2.3021240234375, 18.984864699765126 2.068015637018146, 18.916577802294793 1.8429039045993922, 18.805685898044302 1.6354397438139774, 18.656450500705105 1.453595886013643, 18.474606642904774 1.3043604886744458, 18.267142482119358 1.1934685844239559, 18.042030749700604 1.1251816869536235, 17.80792236328125 1.1021240234375, 17.573813976861896 1.1251816869536235, 17.348702244443142 1.1934685844239559, 17.14123808365773 1.3043604886744458, 16.959394225857395 1.4535958860136429, 16.810158828518194 1.6354397438139774, 16.699266924267707 1.8429039045993927, 16.630980026797374 2.0680156370181466, 16.60792236328125 2.302124023437501, 16.630980026797374 2.536232409856855, 16.699266924267707 2.761344142275609, 16.810158828518198 2.968808303061024, 16.959394225857395 3.1506521608613585, 17.14123808365773 3.2998875582005556, 17.348702244443146 3.4107794624510452, 17.5738139768619 3.4790663599213767, 17.807922363281254 3.5021240234375, 18.042030749700608 3.479066359921376, 18.26714248211936 3.4107794624510426, 18.474606642904774 3.299887558200552, 18.65645050070511 3.150652160861354, 18.805685898044306 2.968808303061019, 18.916577802294796 2.7613441422756035, 18.984864699765126 2.5362324098568494, 19.00792236328125 2.3021240234375))"
,POINT (17.80792236328125 2.3021231215964724)
,"四月 26, 2019 1:39:12 下午 org.geotools.data.shapefile.files.ShpFiles logCurrentLockers"
,严重: The following locker still has a lock: read on file:/E:/mck/point-verify/src/main/resources/shp/afafaf.dbf by org.geotools.data.shapefile.dbf.DbaseFileReader
,"POLYGON ((19.00792236328125 2.3021231215964724, 18.984864699765126 2.0680147351771185, 18.916577802294793 1.8429030027583646, 18.805685898044302 1.6354388419729498, 18.656450500705105 1.4535949841726155, 18.474606642904774 1.3043595868334181, 18.267142482119358 1.1934676825829282, 18.042030749700604 1.125180785112596, 17.80792236328125 1.1021231215964724, 17.573813976861896 1.125180785112596, 17.348702244443142 1.1934676825829282, 17.14123808365773 1.3043595868334181, 16.959394225857395 1.4535949841726152, 16.810158828518194 1.6354388419729498, 16.699266924267707 1.842903002758365, 16.630980026797374 2.068014735177119, 16.60792236328125 2.3021231215964733, 16.630980026797374 2.5362315080158275, 16.699266924267707 2.7613432404345812, 16.810158828518198 2.9688074012199963, 16.959394225857395 3.150651259020331, 17.14123808365773 3.299886656359528, 17.348702244443146 3.4107785606100176, 17.5738139768619 3.479065458080349, 17.807922363281254 3.5021231215964725, 18.042030749700608 3.479065458080348, 18.26714248211936 3.410778560610015, 18.474606642904774 3.2998866563595244, 18.65645050070511 3.1506512590203264, 18.805685898044306 2.9688074012199914, 18.916577802294796 2.761343240434576, 18.984864699765126 2.5362315080158218, 19.00792236328125 2.3021231215964724))"
,POINT (14.416322708129883 -1.16009521484375)
,"POLYGON ((15.616322708129882 -1.16009521484375, 15.593265044613759 -1.3942036012631038, 15.524978147143427 -1.6193153336818578, 15.414086242892937 -1.8267794944672726, 15.26485084555374 -2.008623352267607, 15.083006987753405 -2.1578587496068042, 14.87554282696799 -2.2687506538572944, 14.650431094549237 -2.3370375513276267, 14.416322708129883 -2.36009521484375, 14.182214321710529 -2.3370375513276267, 13.957102589291775 -2.2687506538572944, 13.74963842850636 -2.1578587496068042, 13.567794570706026 -2.008623352267607, 13.418559173366829 -1.8267794944672726, 13.307667269116338 -1.6193153336818573, 13.239380371646007 -1.3942036012631032, 13.216322708129884 -1.1600952148437491, 13.239380371646007 -0.925986828424395, 13.30766726911634 -0.7008750960056409, 13.41855917336683 -0.4934109352202259, 13.567794570706027 -0.3115670774198916, 13.749638428506362 -0.1623316800806945, 13.957102589291777 -0.051439775830205, 14.182214321710532 0.0168471216401269, 14.416322708129886 0.03990478515625, 14.65043109454924 0.0168471216401258, 14.875542826967994 -0.0514397758302072, 15.083006987753409 -0.1623316800806979, 15.264850845553743 -0.3115670774198959, 15.414086242892939 -0.4934109352202308, 15.524978147143429 -0.7008750960056465, 15.59326504461376 -0.9259868284244008, 15.616322708129882 -1.16009521484375))"
,POINT (12.508485794067383 -1.16009521484375)
,"POLYGON ((13.708485794067382 -1.16009521484375, 13.685428130551259 -1.3942036012631038, 13.617141233080927 -1.6193153336818578, 13.506249328830437 -1.8267794944672726, 13.35701393149124 -2.008623352267607, 13.175170073690905 -2.1578587496068042, 12.96770591290549 -2.2687506538572944, 12.742594180486737 -2.3370375513276267, 12.508485794067383 -2.36009521484375, 12.274377407648029 -2.3370375513276267, 12.049265675229275 -2.2687506538572944, 11.84180151444386 -2.1578587496068042, 11.659957656643526 -2.008623352267607, 11.510722259304329 -1.8267794944672726, 11.399830355053838 -1.6193153336818573, 11.331543457583507 -1.3942036012631032, 11.308485794067384 -1.1600952148437491, 11.331543457583507 -0.925986828424395, 11.39983035505384 -0.7008750960056409, 11.51072225930433 -0.4934109352202259, 11.659957656643527 -0.3115670774198916, 11.841801514443862 -0.1623316800806945, 12.049265675229277 -0.051439775830205, 12.274377407648032 0.0168471216401269, 12.508485794067386 0.03990478515625, 12.74259418048674 0.0168471216401258, 12.967705912905494 -0.0514397758302072, 13.175170073690909 -0.1623316800806979, 13.357013931491243 -0.3115670774198959, 13.506249328830439 -0.4934109352202308, 13.617141233080929 -0.7008750960056465, 13.68542813055126 -0.9259868284244008, 13.708485794067382 -1.16009521484375))"
,POINT (12.508485794067383 0.1572895050048828)
,"POLYGON ((13.708485794067382 0.1572895050048828, 13.685428130551259 -0.0768188814144711, 13.617141233080927 -0.3019306138332249, 13.506249328830437 -0.5093947746186398, 13.35701393149124 -0.6912386324189741, 13.175170073690905 -0.8404740297581714, 12.96770591290549 -0.9513659340086613, 12.742594180486737 -1.0196528314789937, 12.508485794067383 -1.0427104949951171, 12.274377407648029 -1.0196528314789937, 12.049265675229275 -0.9513659340086613, 11.84180151444386 -0.8404740297581715, 11.659957656643526 -0.6912386324189742, 11.510722259304329 -0.5093947746186398, 11.399830355053838 -0.3019306138332245, 11.331543457583507 -0.0768188814144704, 11.308485794067384 0.1572895050048837, 11.331543457583507 0.3913978914242379, 11.39983035505384 0.6165096238429919, 11.51072225930433 0.8239737846284069, 11.659957656643527 1.0058176424287413, 11.841801514443862 1.1550530397679384, 12.049265675229277 1.2659449440184278, 12.274377407648032 1.3342318414887597, 12.508485794067386 1.3572895050048828, 12.74259418048674 1.3342318414887586, 12.967705912905494 1.2659449440184256, 13.175170073690909 1.1550530397679348, 13.357013931491243 1.0058176424287368, 13.506249328830439 0.823973784628402, 13.617141233080929 0.6165096238429864, 13.68542813055126 0.391397891424232, 13.708485794067382 0.1572895050048828))四月 26, 2019 1:39:12 下午 org.geotools.data.shapefile.ShapefileFeatureReader finalize"
,"警告: There is code leaving shapefile readers unclosed, this might result in file system locks not being cleared. File is: afafaf"
,
,POINT (14.416322708129883 0.1572895050048828)
,"POLYGON ((15.616322708129882 0.1572895050048828, 15.593265044613759 -0.0768188814144711, 15.524978147143427 -0.3019306138332249, 15.414086242892937 -0.5093947746186398, 15.26485084555374 -0.6912386324189741, 15.083006987753405 -0.8404740297581714, 14.87554282696799 -0.9513659340086613, 14.650431094549237 -1.0196528314789937, 14.416322708129883 -1.0427104949951171, 14.182214321710529 -1.0196528314789937, 13.957102589291775 -0.9513659340086613, 13.74963842850636 -0.8404740297581715, 13.567794570706026 -0.6912386324189742, 13.418559173366829 -0.5093947746186398, 13.307667269116338 -0.3019306138332245, 13.239380371646007 -0.0768188814144704, 13.216322708129884 0.1572895050048837, 13.239380371646007 0.3913978914242379, 13.30766726911634 0.6165096238429919, 13.41855917336683 0.8239737846284069, 13.567794570706027 1.0058176424287413, 13.749638428506362 1.1550530397679384, 13.957102589291777 1.2659449440184278, 14.182214321710532 1.3342318414887597, 14.416322708129886 1.3572895050048828, 14.65043109454924 1.3342318414887586, 14.875542826967994 1.2659449440184256, 15.083006987753409 1.1550530397679348, 15.264850845553743 1.0058176424287368, 15.414086242892939 0.823973784628402, 15.524978147143429 0.6165096238429864, 15.59326504461376 0.391397891424232, 15.616322708129882 0.1572895050048828))"
,POINT (14.416322708129883 -1.16009521484375)
,"POLYGON ((15.616322708129882 -1.16009521484375, 15.593265044613759 -1.3942036012631038, 15.524978147143427 -1.6193153336818578, 15.414086242892937 -1.8267794944672726, 15.26485084555374 -2.008623352267607, 15.083006987753405 -2.1578587496068042, 14.87554282696799 -2.2687506538572944, 14.650431094549237 -2.3370375513276267, 14.416322708129883 -2.36009521484375, 14.182214321710529 -2.3370375513276267, 13.957102589291775 -2.2687506538572944, 13.74963842850636 -2.1578587496068042, 13.567794570706026 -2.008623352267607, 13.418559173366829 -1.8267794944672726, 13.307667269116338 -1.6193153336818573, 13.239380371646007 -1.3942036012631032, 13.216322708129884 -1.1600952148437491, 13.239380371646007 -0.925986828424395, 13.30766726911634 -0.7008750960056409, 13.41855917336683 -0.4934109352202259, 13.567794570706027 -0.3115670774198916, 13.749638428506362 -0.1623316800806945, 13.957102589291777 -0.051439775830205, 14.182214321710532 0.0168471216401269, 14.416322708129886 0.03990478515625, 14.65043109454924 0.0168471216401258, 14.875542826967994 -0.0514397758302072, 15.083006987753409 -0.1623316800806979, 15.264850845553743 -0.3115670774198959, 15.414086242892939 -0.4934109352202308, 15.524978147143429 -0.7008750960056465, 15.59326504461376 -0.9259868284244008, 15.616322708129882 -1.16009521484375))"
,POINT (12.532289505004883 0.5297260284423828)
,"POLYGON ((13.732289505004882 0.5297260284423828, 13.709231841488759 0.2956176420230289, 13.640944944018427 0.0705059096042751, 13.530053039767937 -0.1369582511811398, 13.38081764242874 -0.3188021089814741, 13.198973784628405 -0.4680375063206714, 12.99150962384299 -0.5789294105711613, 12.766397891424237 -0.6472163080414937, 12.532289505004883 -0.6702739715576171, 12.298181118585529 -0.6472163080414937, 12.073069386166775 -0.5789294105711613, 11.86560522538136 -0.4680375063206715, 11.683761367581026 -0.3188021089814742, 11.534525970241829 -0.1369582511811398, 11.423634065991338 0.0705059096042755, 11.355347168521007 0.2956176420230295, 11.332289505004884 0.5297260284423837, 11.355347168521007 0.7638344148617379, 11.42363406599134 0.9889461472804919, 11.53452597024183 1.1964103080659068, 11.683761367581027 1.3782541658662413, 11.865605225381362 1.5274895632054384, 12.073069386166777 1.6383814674559278, 12.298181118585532 1.7066683649262597, 12.532289505004886 1.7297260284423828, 12.76639789142424 1.7066683649262586, 12.991509623842994 1.6383814674559256, 13.198973784628409 1.5274895632054348, 13.380817642428743 1.3782541658662368, 13.530053039767939 1.1964103080659019, 13.640944944018429 0.9889461472804864, 13.70923184148876 0.763834414861732, 13.732289505004882 0.5297260284423828))"
,POINT (8.491090774536133 0.5297260284423828)
,"POLYGON ((9.691090774536132 0.5297260284423828, 9.668033111020009 0.2956176420230289, 9.599746213549677 0.0705059096042751, 9.488854309299187 -0.1369582511811398, 9.33961891195999 -0.3188021089814741, 9.157775054159655 -0.4680375063206714, 8.95031089337424 -0.5789294105711613, 8.725199160955487 -0.6472163080414937, 8.491090774536133 -0.6702739715576171, 8.256982388116779 -0.6472163080414937, 8.031870655698025 -0.5789294105711613, 7.82440649491261 -0.4680375063206715, 7.642562637112276 -0.3188021089814742, 7.493327239773079 -0.1369582511811398, 7.3824353355225885 0.0705059096042755, 7.314148438052256 0.2956176420230295, 7.291090774536133 0.5297260284423837, 7.314148438052257 0.7638344148617379, 7.382435335522589 0.9889461472804919, 7.4933272397730795 1.1964103080659068, 7.6425626371122775 1.3782541658662413, 7.824406494912612 1.5274895632054384, 8.031870655698027 1.6383814674559278, 8.256982388116782 1.7066683649262597, 8.491090774536136 1.7297260284423828, 8.72519916095549 1.7066683649262586, 8.950310893374244 1.6383814674559256, 9.157775054159659 1.5274895632054348, 9.339618911959993 1.3782541658662368, 9.488854309299189 1.1964103080659019, 9.599746213549679 0.9889461472804864, 9.66803311102001 0.763834414861732, 9.691090774536132 0.5297260284423828))"
,POINT (8.491090774536133 1.4047260284423828)
